"correct_backPropagation","correct_emf1st","correct_emf2nd","correct_java1st","correct_java2nd","correct_referenceMapper","factor","iteration","memory_backPropagation","memory_emf1st","memory_emf2nd","memory_fetching","memory_java1st","memory_java2nd","memory_referenceMapper","memory_sqlQuery","memory_syncer","memory_update","memory_update2","query","size_backPropagation","size_mapper","size_model","size_syncer","syncer_type","time_backPropagation","time_emf1st","time_emf2nd","time_fetching","time_java1st","time_java2nd","time_referenceMapper","time_sqlQuery","time_syncer","time_update","time_update2"
"false","false","false","false","false","false","","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0","0","230287","0.0","LAZY","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"false","false","false","false","false","true","","0","0.0","0.0","0.0","1.262276128E9","0.0","0.0","1.42364528E8","3.92461304E8","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.7521755E9","0.0","0.0","6.103407E8","1.0749883E9","0.0","0.0","0.0"
"false","false","false","false","false","true","","1","0.0","0.0","0.0","1.254444864E9","0.0","0.0","1.39271024E8","1.8281512E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.4640676E9","0.0","0.0","5.1774E8","1.0026228E9","0.0","0.0","0.0"
"false","false","false","false","false","true","","2","0.0","0.0","0.0","1.254446448E9","0.0","0.0","1.08502768E8","3.252050048E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.2949164E9","0.0","0.0","3.031754E8","1.0335777E9","0.0","0.0","0.0"
"false","false","false","false","false","true","","3","0.0","0.0","0.0","1.254499576E9","0.0","0.0","1.0830356E8","4.637169632E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.3935784E9","0.0","0.0","3.073968E8","1.0103626E9","0.0","0.0","0.0"
"false","false","false","false","false","true","","4","0.0","0.0","0.0","-5.425217688E9","0.0","0.0","1.08417472E8","6.021897408E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.3205104E9","0.0","0.0","1.943084E8","1.0210636E9","0.0","0.0","0.0"
"false","false","false","false","false","true","","5","0.0","0.0","0.0","1.254822592E9","0.0","0.0","1.08304136E8","7.2732484E8","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9250142E9","0.0","0.0","2.560336E8","9.99858E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","6","0.0","0.0","0.0","1.254378976E9","0.0","0.0","1.08516648E8","2.112376096E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.860274E9","0.0","0.0","2.582174E8","9.738547E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","7","0.0","0.0","0.0","1.254378712E9","0.0","0.0","1.08516648E8","3.497174392E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.8778669E9","0.0","0.0","2.56096E8","9.950958E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","8","0.0","0.0","0.0","1.254378712E9","0.0","0.0","1.08516648E8","4.881972456E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9583119E9","0.0","0.0","2.719193E8","9.729645E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","9","0.0","0.0","0.0","1.254378712E9","0.0","0.0","1.08516648E8","6.266770472E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9781198E9","0.0","0.0","2.565388E8","9.666815E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","10","0.0","0.0","0.0","-6.385093624E9","0.0","0.0","1.08516648E8","7.651585256E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","6.0969929E9","0.0","0.0","2.554613E8","9.742018E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","11","0.0","0.0","0.0","1.254355648E9","0.0","0.0","1.08510272E8","1.396927576E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.900012E9","0.0","0.0","2.51555E8","9.668634E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","12","0.0","0.0","0.0","1.254377128E9","0.0","0.0","1.08516648E8","2.781696128E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9086827E9","0.0","0.0","2.92539E8","9.774917E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","13","0.0","0.0","0.0","1.254377128E9","0.0","0.0","1.08516648E8","4.166492528E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.8546822E9","0.0","0.0","2.542288E8","9.826933E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","14","0.0","0.0","0.0","1.25455996E9","0.0","0.0","1.08304136E8","5.55128896E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9687382E9","0.0","0.0","2.684141E8","9.818338E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","15","0.0","0.0","0.0","-5.841120016E9","0.0","0.0","1.08510608E8","6.936077656E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.8447777E9","0.0","0.0","2.613486E8","9.675547E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","16","0.0","0.0","0.0","1.25435652E9","0.0","0.0","1.08510272E8","1.225376528E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9898741E9","0.0","0.0","2.691607E8","9.431718E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","17","0.0","0.0","0.0","1.254552872E9","0.0","0.0","1.08303528E8","2.610151512E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9304036E9","0.0","0.0","2.566134E8","9.686795E8","0.0","0.0","0.0"
"false","false","false","false","false","true","","18","0.0","0.0","0.0","1.254356376E9","0.0","0.0","1.08510272E8","3.994932504E9","0.0","0.0","0.0","REFERENCE_MAPPER","0","664036","0","0.0","LAZY","0.0","0.0","0.0","5.9293468E9","0.0","0.0","2.541713E8","9.406311E8","0.0","0.0","0.0"
