"correct_backPropagation","correct_emf1st","correct_emf2nd","correct_java1st","correct_java2nd","correct_referenceMapper","factor","iteration","memory_backPropagation","memory_emf1st","memory_emf2nd","memory_fetching","memory_java1st","memory_java2nd","memory_referenceMapper","memory_sqlQuery","memory_syncer","memory_update","memory_update2","query","size_backPropagation","size_mapper","size_model","size_syncer","syncer_type","time_backPropagation","time_emf1st","time_emf2nd","time_fetching","time_java1st","time_java2nd","time_referenceMapper","time_sqlQuery","time_syncer","time_update","time_update2"
"false","false","false","false","false","false","","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0","0","396178","0.0","LAZY","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"true","true","true","true","true","false","","0","262176.0","4.18431288E8","4.18955848E8","7298800.0","3.96923344E8","3.98846616E8","0.0","3.89624544E8","1.7594664E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","2621500.0","5065200.0","12200.0","5.15315E7","7500.0","4400.0","0.0","1.02393E7","1.26656E7","1092100.0","0.0"
"true","true","true","true","true","false","","1","0.0","4.36527992E8","4.36527992E8","270352.0","4.19750744E8","4.19750744E8","0.0","4.19480392E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","407900.0","263100.0","6900.0","5386600.0","900.0","800.0","0.0","2783300.0","4943700.0","75800.0","0.0"
"true","true","true","true","true","false","","2","0.0","4.54108184E8","4.54108184E8","0.0","4.37068752E8","4.37068752E8","0.0","4.37068752E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","295100.0","253200.0","7800.0","5004600.0","1000.0","700.0","0.0","2454000.0","5226600.0","69900.0","0.0"
"true","true","true","true","true","false","","3","262232.0","4.71409992E8","4.71409992E8","262200.0","4.54632744E8","4.54632744E8","0.0","4.54370544E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","290100.0","227200.0","7600.0","6250700.0","900.0","800.0","0.0","2752200.0","5134300.0","66300.0","0.0"
"true","true","true","true","true","false","","4","262232.0","4.8871164E8","4.8871164E8","262168.0","4.71934392E8","4.71934392E8","0.0","4.71672224E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","252900.0","199100.0","5100.0","6316200.0","800.0","700.0","0.0","2745800.0","5306800.0","70500.0","0.0"
"true","true","true","true","true","false","","5","0.0","5.06554232E8","5.06554232E8","0.0","4.89514632E8","4.89514632E8","0.0","4.89514632E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","278500.0","220700.0","5900.0","4863300.0","1100.0","800.0","0.0","6470700.0","5238200.0","90600.0","0.0"
"true","true","true","true","true","false","","6","0.0","5.23864216E8","5.23864216E8","270376.0","5.07086968E8","5.07086968E8","0.0","5.06816592E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","259100.0","225800.0","6100.0","4998100.0","700.0","900.0","0.0","2695600.0","5287800.0","87300.0","0.0"
"true","true","true","true","true","false","","7","262168.0","5.41166032E8","5.41166032E8","262208.0","5.24388784E8","5.24388784E8","0.0","5.24126576E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","521600.0","222800.0","5300.0","4769800.0","1000.0","900.0","0.0","2615100.0","5345300.0","74500.0","0.0"
"true","true","true","true","true","false","","8","262176.0","5.58484008E8","5.58484008E8","278560.0","5.4170676E8","5.4170676E8","0.0","5.414282E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","412800.0","403000.0","9800.0","4656700.0","900.0","800.0","0.0","2475200.0","5558700.0","124100.0","0.0"
"true","true","true","true","true","false","","9","0.0","5.75785616E8","5.76047792E8","262184.0","5.59008368E8","5.59008368E8","0.0","5.58746184E8","1.6777248E7","0.0","0.0","Q1","3","0","0","11.0","LAZY","215200.0","241600.0","4200.0","4292900.0","800.0","700.0","0.0","2406500.0","4931600.0","71100.0","0.0"
