"correct_backPropagation","correct_emf1st","correct_emf2nd","correct_java1st","correct_java2nd","correct_referenceMapper","factor","iteration","memory_backPropagation","memory_emf1st","memory_emf2nd","memory_fetching","memory_java1st","memory_java2nd","memory_referenceMapper","memory_sqlQuery","memory_syncer","memory_update","memory_update2","query","size_backPropagation","size_mapper","size_model","size_syncer","syncer_type","time_backPropagation","time_emf1st","time_emf2nd","time_fetching","time_java1st","time_java2nd","time_referenceMapper","time_sqlQuery","time_syncer","time_update","time_update2"
"false","false","false","false","false","false","","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0","0","133394","0.0","LAZY","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"true","true","true","true","true","false","","0","0.262352","0.5036163330078125","0.0","6.639488220214844","0.0","0.0","0.0","9.989547729492188","4.501487731933594","0.0","0.0","Q1","3","0","0","5.0","LAZY","2.573347","5.359878","0.005476","142.133008","0.009891","0.003062","0.0","168.367439","7.799205","1.007095","0.0"
"true","true","true","true","true","false","","1","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.334066","0.130924","0.00417","92.509423","0.001198","0.001606","0.0","90.061267","0.217174","0.085667","0.0"
"true","true","true","true","true","false","","2","0.0","0.0","0.0","0.25005340576171875","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.398447","0.150136","0.004092","91.970652","0.0014","0.002143","0.0","96.119872","0.210817","0.079992","0.0"
"true","true","true","true","true","false","","3","0.0","0.0","0.0","0.25420379638671875","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.320722","0.149526","0.015551","91.567348","0.001327","0.001961","0.0","92.497743","0.234055","0.06702","0.0"
"true","true","true","true","true","false","","4","0.0","0.0","0.0","0.27358245849609375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.309582","0.165749","0.004046","92.090205","0.001145","0.001804","0.0","96.424233","0.229743","0.070012","0.0"
"true","true","true","true","true","false","","5","0.0","0.0","0.0","0.26984405517578125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.368106","0.203425","0.004029","90.964588","0.001189","0.001388","0.0","89.52797","0.207287","0.101298","0.0"
"true","true","true","true","true","false","","6","0.0","0.0","0.0","0.252105712890625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.218039","0.152802","0.004113","89.781195","0.001141","0.001929","0.0","88.868659","0.214493","0.080234","0.0"
"true","true","true","true","true","false","","7","0.0","0.0","0.0","0.2578277587890625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.418529","0.14153","0.005381","90.600382","0.001463","0.001987","0.0","89.377814","0.220419","0.089662","0.0"
"true","true","true","true","true","false","","8","0.0","0.0","0.0","0.25211334228515625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.1832","0.121453","0.003911","90.559377","0.001221","0.001443","0.0","93.394084","0.225885","0.071017","0.0"
"true","true","true","true","true","false","","9","0.0","0.0","0.0","0.2500762939453125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.172099","0.161488","0.014704","89.919726","0.001088","0.00176","0.0","93.908454","0.220691","0.071368","0.0"
"true","true","true","true","true","false","","10","0.0","0.0","0.0","0.25211334228515625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.185974","0.111096","0.003786","93.639567","0.001331","0.001749","0.0","93.820216","0.223441","0.08303","0.0"
"true","true","true","true","true","false","","11","0.0","0.0","0.0","0.2515411376953125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.217925","0.126363","0.004056","90.323086","0.001172","0.002082","0.0","90.533003","0.246087","0.069957","0.0"
"true","true","true","true","true","false","","12","0.0","0.0","0.0","0.2500762939453125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.183704","0.141916","0.003442","89.609827","9.61E-4","0.00138","0.0","91.498909","0.243598","0.108621","0.0"
"true","true","true","true","true","false","","13","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.14592","0.137043","0.003837","90.068842","0.001162","0.00142","0.0","89.816827","0.218001","0.068908","0.0"
"true","true","true","true","true","false","","14","0.0","0.0","0.0","0.25003814697265625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.175506","0.128546","0.014465","91.349813","0.001183","0.001497","0.0","89.135415","0.234322","0.086983","0.0"
"true","true","true","true","true","false","","15","0.262352","0.0","0.0","0.0","0.0","0.0","0.0","0.250030517578125","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.878439","0.107108","0.013723","89.235227","9.15E-4","0.001229","0.0","88.754881","0.214412","0.063867","0.0"
"true","true","true","true","true","false","","16","0.0","0.0","0.0","0.25006103515625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.243553","0.112692","0.003421","91.400084","0.00101","0.001251","0.0","89.094604","0.240472","0.077359","0.0"
"true","true","true","true","true","false","","17","0.0","0.0","0.0","0.250030517578125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.181793","0.153996","0.003454","89.571851","8.89E-4","0.001222","0.0","90.169416","0.214147","0.067514","0.0"
"true","true","true","true","true","false","","18","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.13514","0.114579","0.003325","93.55516","9.89E-4","0.001533","0.0","88.912131","0.227892","0.083045","0.0"
"true","true","true","true","true","false","","19","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.150601","0.1208","0.003139","92.216961","0.00114","0.001738","0.0","89.219365","0.244273","0.071509","0.0"
"true","true","true","true","true","false","","20","0.0","0.0","0.0","0.2500457763671875","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.147538","0.119836","0.003465","94.130719","9.85E-4","0.002026","0.0","93.655523","0.244747","0.089314","0.0"
"true","true","true","true","true","false","","21","0.0","0.0","0.0","0.2500762939453125","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.139925","0.151028","0.003254","91.577229","9.77E-4","0.003223","0.0","89.687777","0.245441","0.079427","0.0"
"true","true","true","true","true","false","","22","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.134052","0.138775","0.003142","89.914029","0.001377","0.001177","0.0","89.778307","0.214369","0.068324","0.0"
"true","true","true","true","true","false","","23","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.143741","0.109814","0.003159","90.488705","0.001027","0.001073","0.0","88.404576","0.241876","0.069812","0.0"
"true","true","true","true","true","false","","24","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.129411","0.135742","0.002272","89.98118","0.001035","9.93E-4","0.0","89.252182","0.239481","0.066022","0.0"
"true","true","true","true","true","false","","25","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.173563","0.126002","0.002849","89.765749","9.18E-4","8.19E-4","0.0","89.244415","0.2149","0.067553","0.0"
"true","true","true","true","true","false","","26","0.0","0.0","0.0","0.25003814697265625","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.170181","0.186119","0.00292","89.850694","9.6E-4","0.001047","0.0","89.187227","0.209005","0.068435","0.0"
"true","true","true","true","true","false","","27","0.0","0.0","0.0","0.2500457763671875","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.141719","0.144729","0.002793","89.944289","0.001283","8.63E-4","0.0","89.127859","0.205864","0.065702","0.0"
"true","true","true","true","true","false","","28","0.0","0.0","0.0","0.25002288818359375","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.172913","0.12241","0.002837","90.395942","9.73E-4","0.007932","0.0","89.504826","0.242863","0.146659","0.0"
"true","true","true","true","true","false","","29","0.0","0.0","0.0","0.2500457763671875","0.0","0.0","0.0","0.0","4.000030517578125","0.0","0.0","Q1","3","0","0","5.0","LAZY","0.138518","0.109055","0.003518","90.083904","8.87E-4","7.61E-4","0.0","92.467579","0.242704","0.068215","0.0"
